,CUSTOMER_ID,weighted_average,back_probability,percentage
1944,689168,0.005555555555555536,good,54.612794612794616
6084,1633405,0.004984423676012484,good,54.605871802133485
1358,483421,0.0045045045045044585,good,54.600054600054605
3040,1034660,0.0039215686274509665,good,54.59298871063577
11088,2132129,0.0037453183520599342,good,54.59085234366133
2474,901116,0.003636363636363771,good,54.58953168044077
1248,427159,0.0033444816053510573,good,54.585993716428504
9929,2032207,0.0031269543464663707,good,54.58335702238142
7879,1798272,0.0031152647975076775,good,54.58321533087888
10336,2069609,0.002941176470588225,good,54.58110516934046
9255,1960525,0.0029239766081871066,good,54.58089668615984
50,25683,0.002673796791443861,good,54.577864203532656
4574,1455915,0.002577319587628857,good,54.57669478288035
4952,1510171,0.0010101010101011276,good,54.55769819406182
7786,1785289,0.0,good,54.54545454545454
5574,1586633,0.0,good,54.54545454545454
8005,1810554,0.0,good,54.54545454545454
10163,2053226,0.0,good,54.54545454545454
706,209236,0.0,good,54.54545454545454
4314,1401783,0.0,good,54.54545454545454
4339,1407174,0.0,good,54.54545454545454
9912,2030678,0.0,good,54.54545454545454
10125,2050515,0.0,good,54.54545454545454
5759,1604740,0.0,good,54.54545454545454
809,249713,0.0,good,54.54545454545454
7788,1785333,0.0,good,54.54545454545454
1676,579650,0.0,good,54.54545454545454
5568,1585797,0.0,good,54.54545454545454
8781,1900118,0.0,good,54.54545454545454
8014,1811063,0.0,good,54.54545454545454
4312,1401738,0.0,good,54.54545454545454
9902,2030203,0.0,good,54.54545454545454
8854,1908978,0.0,good,54.54545454545454
8016,1811308,0.0,good,54.54545454545454
1233,426350,0.0,good,54.54545454545454
8880,1911022,0.0,good,54.54545454545454
5035,1524246,0.0,good,54.54545454545454
2651,924443,0.0,good,54.54545454545454
4463,1434828,0.0,good,54.54545454545454
8969,1921021,0.0,good,54.54545454545454
7820,1789256,0.0,good,54.54545454545454
7814,1787993,0.0,good,54.54545454545454
8778,1899887,0.0,good,54.54545454545454
1586,556378,0.0,good,54.54545454545454
8897,1912869,0.0,good,54.54545454545454
714,211949,0.0,good,54.54545454545454
4458,1433647,0.0,good,54.54545454545454
5727,1601084,0.0,good,54.54545454545454
7998,1810103,0.0,good,54.54545454545454
8779,1899924,0.0,good,54.54545454545454
5581,1587159,0.0,good,54.54545454545454
9924,2031934,0.0,good,54.54545454545454
9928,2032085,0.0,good,54.54545454545454
5728,1601190,0.0,good,54.54545454545454
2393,880015,0.0,good,54.54545454545454
711,211666,0.0,good,54.54545454545454
10153,2052175,0.0,good,54.54545454545454
709,210324,0.0,good,54.54545454545454
5092,1530599,0.0,good,54.54545454545454
2929,996488,0.0,good,54.54545454545454
8772,1898941,0.0,good,54.54545454545454
8020,1811759,0.0,good,54.54545454545454
5745,1603408,0.0,good,54.54545454545454
5091,1530476,0.0,good,54.54545454545454
804,245548,0.0,good,54.54545454545454
5131,1534092,0.0,good,54.54545454545454
5714,1600339,0.0,good,54.54545454545454
715,212519,0.0,good,54.54545454545454
1578,551496,0.0,good,54.54545454545454
8027,1812411,0.0,good,54.54545454545454
8021,1811865,0.0,good,54.54545454545454
5777,1606751,0.0,good,54.54545454545454
4289,1397406,0.0,good,54.54545454545454
4510,1442915,0.0,good,54.54545454545454
5085,1529777,0.0,good,54.54545454545454
8059,1815511,0.0,good,54.54545454545454
5142,1535655,0.0,good,54.54545454545454
4509,1442885,0.0,good,54.54545454545454
5024,1522723,0.0,good,54.54545454545454
10209,2057019,0.0,good,54.54545454545454
10208,2056876,0.0,good,54.54545454545454
10206,2056722,0.0,good,54.54545454545454
8996,1926118,0.0,good,54.54545454545454
1186,412803,0.0,good,54.54545454545454
2385,877060,0.0,good,54.54545454545454
9858,2024462,0.0,good,54.54545454545454
1284,442558,0.0,good,54.54545454545454
2383,874328,0.0,good,54.54545454545454
1559,546881,0.0,good,54.54545454545454
4511,1442922,0.0,good,54.54545454545454
9840,2022666,0.0,good,54.54545454545454
2480,902267,1.1102230246251565e-16,good,54.54545454545454
1290,445450,0.0,good,54.54545454545454
1553,545747,0.0,good,54.54545454545454
1179,410168,0.0,good,54.54545454545454
5023,1522693,0.0,good,54.54545454545454
8753,1896091,0.0,good,54.54545454545454
8866,1909722,0.0,good,54.54545454545454
9846,2023649,0.0,good,54.54545454545454
7744,1780550,0.0,good,54.54545454545454
10217,2057507,0.0,good,54.54545454545454
4517,1443790,0.0,good,54.54545454545454
8069,1816259,0.0,good,54.54545454545454
2862,975889,0.0,good,54.54545454545454
7746,1780871,0.0,good,54.54545454545454
5078,1528879,0.0,good,54.54545454545454
8859,1909166,0.0,good,54.54545454545454
4474,1436747,0.0,good,54.54545454545454
1688,581110,0.0,good,54.54545454545454
4494,1440645,0.0,good,54.54545454545454
5551,1584318,0.0,good,54.54545454545454
691,205207,0.0,good,54.54545454545454
9874,2026541,0.0,good,54.54545454545454
2938,998260,0.0,good,54.54545454545454
2468,900614,0.0,good,54.54545454545454
2389,877725,0.0,good,54.54545454545454
10191,2055732,0.0,good,54.54545454545454
4302,1400175,0.0,good,54.54545454545454
1195,416665,0.0,good,54.54545454545454
4487,1439564,0.0,good,54.54545454545454
8025,1812046,0.0,good,54.54545454545454
2874,981859,0.0,good,54.54545454545454
8879,1910889,0.0,good,54.54545454545454
5764,1605242,0.0,good,54.54545454545454
5549,1584042,0.0,good,54.54545454545454
1569,549493,0.0,good,54.54545454545454
4298,1399196,0.0,good,54.54545454545454
8875,1910575,0.0,good,54.54545454545454
9861,2025056,0.0,good,54.54545454545454
2866,979092,0.0,good,54.54545454545454
688,204255,0.0,good,54.54545454545454
10199,2056081,0.0,good,54.54545454545454
4501,1442304,0.0,good,54.54545454545454
4500,1442250,0.0,good,54.54545454545454
8985,1924763,0.0,good,54.54545454545454
8039,1813661,0.0,good,54.54545454545454
5773,1606621,0.0,good,54.54545454545454
2471,900867,0.0,good,54.54545454545454
8982,1923995,0.0,good,54.54545454545454
5542,1583618,0.0,good,54.54545454545454
1686,580816,0.0,good,54.54545454545454
9872,2026404,0.0,good,54.54545454545454
5712,1600285,0.0,good,54.54545454545454
8822,1905205,0.0,good,54.54545454545454
1251,430296,0.0,good,54.54545454545454
5519,1580655,0.0,good,54.54545454545454
10059,2044927,0.0,good,54.54545454545454
10058,2044859,0.0,good,54.54545454545454
1221,424424,0.0,good,54.54545454545454
8805,1903942,0.0,good,54.54545454545454
5112,1532579,0.0,good,54.54545454545454
2434,890847,0.0,good,54.54545454545454
9987,2037561,0.0,good,54.54545454545454
7881,1798296,0.0,good,54.54545454545454
5647,1594089,0.0,good,54.54545454545454
7931,1803747,0.0,good,54.54545454545454
5648,1594164,0.0,good,54.54545454545454
9989,2037660,0.0,good,54.54545454545454
1264,433228,0.0,good,54.54545454545454
4411,1425581,0.0,good,54.54545454545454
8929,1916461,0.0,good,54.54545454545454
7876,1798074,0.0,good,54.54545454545454
4418,1426618,0.0,good,54.54545454545454
7936,1804034,0.0,good,54.54545454545454
7943,1804737,0.0,good,54.54545454545454
8932,1916577,0.0,good,54.54545454545454
5681,1597592,0.0,good,54.54545454545454
8803,1903409,0.0,good,54.54545454545454
10061,2045504,0.0,good,54.54545454545454
2424,888653,0.0,good,54.54545454545454
7944,1804744,0.0,good,54.54545454545454
7873,1797480,0.0,good,54.54545454545454
1612,562461,0.0,good,54.54545454545454
4425,1428438,0.0,good,54.54545454545454
7941,1804508,0.0,good,54.54545454545454
4421,1427257,0.0,good,54.54545454545454
5678,1597127,0.0,good,54.54545454545454
4420,1427103,0.0,good,54.54545454545454
5677,1596984,0.0,good,54.54545454545454
4409,1424713,0.0,good,54.54545454545454
4380,1416596,0.0,good,54.54545454545454
2422,888400,0.0,good,54.54545454545454
1214,423939,0.0,good,54.54545454545454
2656,925051,0.0,good,54.54545454545454
4401,1422788,0.0,good,54.54545454545454
7907,1801187,0.0,good,54.54545454545454
8918,1915457,0.0,good,54.54545454545454
2905,990479,0.0,good,54.54545454545454
5673,1596724,0.0,good,54.54545454545454
5664,1595529,0.0,good,54.54545454545454
8824,1905236,0.0,good,54.54545454545454
5666,1595659,0.0,good,54.54545454545454
8823,1905212,0.0,good,54.54545454545454
1628,568890,0.0,good,54.54545454545454
4393,1419733,0.0,good,54.54545454545454
5671,1596526,0.0,good,54.54545454545454
5102,1531435,0.0,good,54.54545454545454
10036,2042589,0.0,good,54.54545454545454
1635,570930,0.0,good,54.54545454545454
7889,1798937,0.0,good,54.54545454545454
1636,571234,0.0,good,54.54545454545454
7918,1802313,0.0,good,54.54545454545454
2657,925143,0.0,good,54.54545454545454
7883,1798593,0.0,good,54.54545454545454
1619,565172,0.0,good,54.54545454545454
1621,565264,0.0,good,54.54545454545454
5656,1595079,0.0,good,54.54545454545454
7884,1798678,0.0,good,54.54545454545454
5658,1595154,0.0,good,54.54545454545454
7887,1798777,0.0,good,54.54545454545454
10010,2040141,0.0,good,54.54545454545454
10012,2040189,0.0,good,54.54545454545454
7886,1798708,0.0,good,54.54545454545454
8926,1916126,0.0,good,54.54545454545454
10014,2040424,0.0,good,54.54545454545454
7912,1801828,0.0,good,54.54545454545454
7947,1805239,0.0,good,54.54545454545454
5048,1525861,0.0,good,54.54545454545454
1200,418874,0.0,good,54.54545454545454
7972,1807769,0.0,good,54.54545454545454
9941,2033365,0.0,good,54.54545454545454
1224,424745,0.0,good,54.54545454545454
2414,885959,0.0,good,54.54545454545454
2639,923033,0.0,good,54.54545454545454
5604,1589115,0.0,good,54.54545454545454
7841,1793260,0.0,good,54.54545454545454
8787,1900460,0.0,good,54.54545454545454
1596,558211,0.0,good,54.54545454545454
4358,1412246,0.0,good,54.54545454545454
5698,1598551,0.0,good,54.54545454545454
4362,1412895,0.0,good,54.54545454545454
5608,1589474,0.0,good,54.54545454545454
1597,558587,0.0,good,54.54545454545454
5693,1598209,0.0,good,54.54545454545454
10092,2047959,0.0,good,54.54545454545454
8958,1918854,0.0,good,54.54545454545454
5703,1599480,0.0,good,54.54545454545454
1226,425964,0.0,good,54.54545454545454
9931,2032474,0.0,good,54.54545454545454
5711,1600230,0.0,good,54.54545454545454
800,243704,0.0,good,54.54545454545454
1274,439121,0.0,good,54.54545454545454
10110,2049397,0.0,good,54.54545454545454
7832,1791587,0.0,good,54.54545454545454
4349,1408898,0.0,good,54.54545454545454
2884,984935,0.0,good,54.54545454545454
5598,1588491,0.0,good,54.54545454545454
4354,1410266,0.0,good,54.54545454545454
4450,1433067,0.0,good,54.54545454545454
10101,2048727,0.0,good,54.54545454545454
9938,2033037,0.0,good,54.54545454545454
9940,2033136,0.0,good,54.54545454545454
8960,1918960,0.0,good,54.54545454545454
2419,886987,0.0,good,54.54545454545454
7971,1807721,0.0,good,54.54545454545454
5628,1592221,0.0,good,54.54545454545454
10089,2047805,0.0,good,54.54545454545454
4370,1414172,0.0,good,54.54545454545454
2894,987318,0.0,good,54.54545454545454
7858,1795691,0.0,good,54.54545454545454
5688,1598070,0.0,good,54.54545454545454
1207,421317,0.0,good,54.54545454545454
10075,2046433,0.0,good,54.54545454545454
9968,2035598,0.0,good,54.54545454545454
8913,1914665,0.0,good,54.54545454545454
5100,1531107,0.0,good,54.54545454545454
7864,1796735,0.0,good,54.54545454545454
1208,422000,0.0,good,54.54545454545454
8943,1917581,0.0,good,54.54545454545454
747,219969,0.0,good,54.54545454545454
750,220361,0.0,good,54.54545454545454
1606,561372,0.0,good,54.54545454545454
8949,1918113,0.0,good,54.54545454545454
5043,1524949,0.0,good,54.54545454545454
8793,1900927,0.0,good,54.54545454545454
9953,2034393,0.0,good,54.54545454545454
796,238281,0.0,good,54.54545454545454
4445,1432503,0.0,good,54.54545454545454
9947,2033839,0.0,good,54.54545454545454
9952,2034300,0.0,good,54.54545454545454
7965,1807295,0.0,good,54.54545454545454
2449,897907,0.0,good,54.54545454545454
7852,1794861,0.0,good,54.54545454545454
789,236348,0.0,good,54.54545454545454
5068,1528190,0.0,good,54.54545454545454
1271,437493,0.0,good,54.54545454545454
5612,1589924,0.0,good,54.54545454545454
4437,1430899,0.0,good,54.54545454545454
9959,2034782,0.0,good,54.54545454545454
738,219310,0.0,good,54.54545454545454
8576,1876123,0.0,good,54.54545454545454
1298,446082,0.0,good,54.54545454545454
843,270700,0.0,good,54.54545454545454
4781,1484014,0.0,good,54.54545454545454
4750,1480306,0.0,good,54.54545454545454
8412,1856156,0.0,good,54.54545454545454
4748,1480146,0.0,good,54.54545454545454
1122,381185,0.0,good,54.54545454545454
2547,912174,0.0,good,54.54545454545454
8407,1855807,0.0,good,54.54545454545454
8406,1855562,0.0,good,54.54545454545454
9445,1980783,0.0,good,54.54545454545454
2545,911863,0.0,good,54.54545454545454
9447,1981353,0.0,good,54.54545454545454
4930,1507201,0.0,good,54.54545454545454
5343,1559750,0.0,good,54.54545454545454
9453,1981896,0.0,good,54.54545454545454
8399,1854701,0.0,good,54.54545454545454
4931,1507348,0.0,good,54.54545454545454
5345,1559866,0.0,good,54.54545454545454
1425,520409,0.0,good,54.54545454545454
993,322966,0.0,good,54.54545454545454
2777,952286,0.0,good,54.54545454545454
9465,1983333,0.0,good,54.54545454545454
9117,1945201,0.0,good,54.54545454545454
1338,470032,0.0,good,54.54545454545454
1003,326070,0.0,good,54.54545454545454
9425,1978988,0.0,good,54.54545454545454
9140,1948097,0.0,good,54.54545454545454
9390,1975765,0.0,good,54.54545454545454
9142,1948462,0.0,good,54.54545454545454
8625,1881424,0.0,good,54.54545454545454
5320,1557206,0.0,good,54.54545454545454
4779,1483819,0.0,good,54.54545454545454
8435,1858440,0.0,good,54.54545454545454
1017,332125,0.0,good,54.54545454545454
9400,1976755,0.0,good,54.54545454545454
4771,1482942,0.0,good,54.54545454545454
8628,1881943,0.0,good,54.54545454545454
4763,1482317,0.0,good,54.54545454545454
9136,1947373,0.0,good,54.54545454545454
1013,330442,0.0,good,54.54545454545454
8634,1882629,0.0,good,54.54545454545454
8636,1883398,0.0,good,54.54545454545454
4766,1482560,0.0,good,54.54545454545454
9417,1978193,0.0,good,54.54545454545454
8421,1856996,0.0,good,54.54545454545454
9131,1946581,0.0,good,54.54545454545454
1421,518888,0.0,good,54.54545454545454
2702,931649,0.0,good,54.54545454545454
5347,1560022,0.0,good,54.54545454545454
4734,1477108,0.0,good,54.54545454545454
960,313247,0.0,good,54.54545454545454
8359,1850482,0.0,good,54.54545454545454
1321,456487,0.0,good,54.54545454545454
9511,1987393,0.0,good,54.54545454545454
966,314084,0.0,good,54.54545454545454
5381,1563252,0.0,good,54.54545454545454
2790,955348,0.0,good,54.54545454545454
4710,1474183,0.0,good,54.54545454545454
4707,1473056,0.0,good,54.54545454545454
4703,1472370,0.0,good,54.54545454545454
2696,931212,0.0,good,54.54545454545454
9508,1987072,0.0,good,54.54545454545454
2796,956390,0.0,good,54.54545454545454
9099,1942453,0.0,good,54.54545454545454
9530,1989472,0.0,good,54.54545454545454
1318,453905,0.0,good,54.54545454545454
8335,1847185,0.0,good,54.54545454545454
5384,1564181,0.0,good,54.54545454545454
2802,957755,0.0,good,54.54545454545454
2695,930819,0.0,good,54.54545454545454
5390,1564921,0.0,good,54.54545454545454
968,315791,0.0,good,54.54545454545454
5196,1542424,0.0,good,54.54545454545454
9474,1984491,0.0,good,54.54545454545454
1329,462877,0.0,good,54.54545454545454
1333,465120,0.0,good,54.54545454545454
2701,931618,0.0,good,54.54545454545454
4943,1509403,0.0,good,54.54545454545454
986,322157,0.0,good,54.54545454545454
9479,1984873,0.0,good,54.54545454545454
4945,1509557,0.0,good,54.54545454545454
1432,521468,0.0,good,54.54545454545454
9480,1984927,0.0,good,54.54545454545454
2780,952361,0.0,good,54.54545454545454
9111,1944723,0.0,good,54.54545454545454
1131,388306,0.0,good,54.54545454545454
8374,1852172,0.0,good,54.54545454545454
8372,1852080,0.0,good,54.54545454545454
9107,1944136,0.0,good,54.54545454545454
9498,1985801,0.0,good,54.54545454545454
5200,1542646,0.0,good,54.54545454545454
5199,1542578,0.0,good,54.54545454545454
8366,1851083,0.0,good,54.54545454545454
5369,1562118,0.0,good,54.54545454545454
2532,910101,0.0,good,54.54545454545454
1020,333122,0.0,good,54.54545454545454
1025,336420,0.0,good,54.54545454545454
2481,902304,0.0,good,54.54545454545454
8618,1880540,0.0,good,54.54545454545454
1071,353656,0.0,good,54.54545454545454
9201,1954296,0.0,good,54.54545454545454
9258,1960846,0.0,good,54.54545454545454
8587,1876734,0.0,good,54.54545454545454
4865,1497090,0.0,good,54.54545454545454
4897,1501513,0.0,good,54.54545454545454
5261,1549492,0.0,good,54.54545454545454
8532,1871746,0.0,good,54.54545454545454
1355,481533,0.0,good,54.54545454545454
9268,1961751,0.0,good,54.54545454545454
8592,1877212,0.0,good,54.54545454545454
1063,350341,0.0,good,54.54545454545454
8595,1877403,0.0,good,54.54545454545454
8597,1877557,0.0,good,54.54545454545454
1061,349208,0.0,good,54.54545454545454
1060,348966,0.0,good,54.54545454545454
8518,1870183,0.0,good,54.54545454545454
5268,1550368,0.0,good,54.54545454545454
4899,1502312,0.0,good,54.54545454545454
1058,348492,0.0,good,54.54545454545454
5272,1551020,0.0,good,54.54545454545454
4869,1497632,0.0,good,54.54545454545454
4872,1498103,0.0,good,54.54545454545454
4875,1498493,0.0,good,54.54545454545454
8563,1874808,0.0,good,54.54545454545454
1362,484992,0.0,good,54.54545454545454
8577,1876192,0.0,good,54.54545454545454
9210,1955149,0.0,good,54.54545454545454
9216,1955712,0.0,good,54.54545454545454
5251,1548150,0.0,good,54.54545454545454
8566,1875317,0.0,good,54.54545454545454
8578,1876307,0.0,good,54.54545454545454
5245,1547634,0.0,good,54.54545454545454
1083,358446,0.0,good,54.54545454545454
8580,1876505,0.0,good,54.54545454545454
9238,1959017,0.0,good,54.54545454545454
9223,1956986,0.0,good,54.54545454545454
9225,1957211,0.0,good,54.54545454545454
2572,914925,0.0,good,54.54545454545454
1370,489249,0.0,good,54.54545454545454
8558,1873856,0.0,good,54.54545454545454
4888,1500370,0.0,good,54.54545454545454
9236,1958898,0.0,good,54.54545454545454
9237,1958997,0.0,good,54.54545454545454
9206,1954616,0.0,good,54.54545454545454
5274,1551433,0.0,good,54.54545454545454
9179,1952476,0.0,good,54.54545454545454
8509,1869507,0.0,good,54.54545454545454
8464,1862690,0.0,good,54.54545454545454
5293,1553512,0.0,good,54.54545454545454
1405,515214,0.0,good,54.54545454545454
8611,1878905,0.0,good,54.54545454545454
8472,1864625,0.0,good,54.54545454545454
9170,1951684,0.0,good,54.54545454545454
8470,1863970,0.0,good,54.54545454545454
5229,1545500,0.0,good,54.54545454545454
9343,1971309,0.0,good,54.54545454545454
2751,945844,0.0,good,54.54545454545454
4802,1486476,0.0,good,54.54545454545454
1402,512411,0.0,good,54.54545454545454
1409,515900,0.0,good,54.54545454545454
5306,1555844,0.0,good,54.54545454545454
1106,373579,0.0,good,54.54545454545454
9368,1973556,0.0,good,54.54545454545454
4795,1485318,0.0,good,54.54545454545454
2554,912884,0.0,good,54.54545454545454
2711,934992,0.0,good,54.54545454545454
8448,1859904,0.0,good,54.54545454545454
4788,1484847,0.0,good,54.54545454545454
9333,1970333,0.0,good,54.54545454545454
1040,339568,0.0,good,54.54545454545454
9287,1964295,0.0,good,54.54545454545454
1102,368674,0.0,good,54.54545454545454
5238,1546774,0.0,good,54.54545454545454
8503,1868753,0.0,good,54.54545454545454
1052,346115,0.0,good,54.54545454545454
5278,1551747,0.0,good,54.54545454545454
9294,1965261,0.0,good,54.54545454545454
5279,1551778,0.0,good,54.54545454545454
8497,1867770,0.0,good,54.54545454545454
8605,1878318,0.0,good,54.54545454545454
1050,344784,0.0,good,54.54545454545454
9300,1966176,0.0,good,54.54545454545454
1348,478182,0.0,good,54.54545454545454
1396,506618,0.0,good,54.54545454545454
5234,1546422,0.0,good,54.54545454545454
9303,1966817,0.0,good,54.54545454545454
9308,1967319,0.0,good,54.54545454545454
2736,942607,0.0,good,54.54545454545454
9319,1968354,0.0,good,54.54545454545454
4822,1489378,0.0,good,54.54545454545454
8609,1878738,0.0,good,54.54545454545454
1400,511988,0.0,good,54.54545454545454
9539,1990355,0.0,good,54.54545454545454
2596,919340,0.0,good,54.54545454545454
2803,957885,0.0,good,54.54545454545454
9549,1990881,0.0,good,54.54545454545454
8162,1826050,0.0,good,54.54545454545454
5483,1576078,0.0,good,54.54545454545454
4562,1453553,0.0,good,54.54545454545454
8723,1893038,0.0,good,54.54545454545454
8158,1825565,0.0,good,54.54545454545454
8155,1825336,0.0,good,54.54545454545454
5003,1520149,0.0,good,54.54545454545454
9766,2014654,0.0,good,54.54545454545454
4887,1500110,0.0,good,54.54545454545454
5154,1536690,0.0,good,54.54545454545454
4556,1452778,0.0,good,54.54545454545454
9770,2014920,0.0,good,54.54545454545454
2850,972659,0.0,good,54.54545454545454
4548,1450941,0.0,good,54.54545454545454
8145,1824629,0.0,good,54.54545454545454
9784,2015989,0.0,good,54.54545454545454
1169,404495,0.0,good,54.54545454545454
9786,2016221,0.0,good,54.54545454545454
4544,1450194,0.0,good,54.54545454545454
4543,1449679,0.0,good,54.54545454545454
8136,1823417,0.0,good,54.54545454545454
2844,970013,0.0,good,54.54545454545454
9758,2013275,0.0,good,54.54545454545454
9024,1930955,0.0,good,54.54545454545454
4582,1457063,0.0,good,54.54545454545454
5171,1539356,0.0,good,54.54545454545454
4602,1459715,0.0,good,54.54545454545454
888,300650,0.0,good,54.54545454545454
2611,921343,0.0,good,54.54545454545454
4596,1458831,0.0,good,54.54545454545454
2612,921435,0.0,good,54.54545454545454
8192,1829419,0.0,good,54.54545454545454
8191,1829402,0.0,good,54.54545454545454
8187,1828603,0.0,good,54.54545454545454
9043,1934175,0.0,good,54.54545454545454
2842,969772,0.0,good,54.54545454545454
1513,537858,0.0,good,54.54545454545454
8181,1828009,0.0,good,54.54545454545454
5163,1538175,0.0,good,54.54545454545454
9029,1931938,0.0,good,54.54545454545454
9743,2011929,0.0,good,54.54545454545454
9028,1931747,0.0,good,54.54545454545454
1517,538428,0.0,good,54.54545454545454
2494,904971,0.0,good,54.54545454545454
873,292504,0.0,good,54.54545454545454
8730,1893564,0.0,good,54.54545454545454
8134,1823325,0.0,good,54.54545454545454
9792,2016900,0.0,good,54.54545454545454
2485,903547,0.0,good,54.54545454545454
1542,543743,0.0,good,54.54545454545454
8102,1819731,0.0,good,54.54545454545454
8742,1894974,0.0,good,54.54545454545454
2859,975100,0.0,good,54.54545454545454
9005,1927153,0.0,good,54.54545454545454
8099,1819335,0.0,good,54.54545454545454
8098,1819328,0.0,good,54.54545454545454
1544,543842,0.0,good,54.54545454545454
4523,1444872,0.0,good,54.54545454545454
9826,2020358,0.0,good,54.54545454545454
5012,1521344,0.0,good,54.54545454545454
4522,1444605,0.0,good,54.54545454545454
8090,1818666,0.0,good,54.54545454545454
8089,1818574,0.0,good,54.54545454545454
2619,921800,0.0,good,54.54545454545454
5512,1579406,0.0,good,54.54545454545454
9002,1926736,0.0,good,54.54545454545454
4521,1444353,0.0,good,54.54545454545454
9832,2021331,0.0,good,54.54545454545454
5145,1535907,0.0,good,54.54545454545454
5502,1578287,0.0,good,54.54545454545454
9821,2020020,0.0,good,54.54545454545454
1532,540988,0.0,good,54.54545454545454
1173,408745,0.0,good,54.54545454545454
5494,1577389,0.0,good,54.54545454545454
2853,973540,0.0,good,54.54545454545454
8125,1822526,0.0,good,54.54545454545454
1171,405843,0.0,good,54.54545454545454
8121,1822151,0.0,good,54.54545454545454
9807,2018799,0.0,good,54.54545454545454
5004,1520262,0.0,good,54.54545454545454
852,275033,0.0,good,54.54545454545454
8735,1894349,0.0,good,54.54545454545454
8116,1821703,0.0,good,54.54545454545454
1540,543651,0.0,good,54.54545454545454
850,274975,0.0,good,54.54545454545454
4529,1446791,0.0,good,54.54545454545454
5005,1520576,0.0,good,54.54545454545454
5499,1578065,0.0,good,54.54545454545454
8112,1821208,0.0,good,54.54545454545454
849,274456,0.0,good,54.54545454545454
8110,1821048,0.0,good,54.54545454545454
4525,1446142,0.0,good,54.54545454545454
5500,1578089,0.0,good,54.54545454545454
893,301091,0.0,good,54.54545454545454
1502,535229,0.0,good,54.54545454545454
9694,2006390,0.0,good,54.54545454545454
9583,1994612,0.0,good,54.54545454545454
9572,1992915,0.0,good,54.54545454545454
1315,453219,0.0,good,54.54545454545454
8294,1841312,0.0,good,54.54545454545454
1136,389051,0.0,good,54.54545454545454
8679,1888898,0.0,good,54.54545454545454
1138,390514,0.0,good,54.54545454545454
8292,1841084,0.0,good,54.54545454545454
9578,1993615,0.0,good,54.54545454545454
942,310970,0.0,good,54.54545454545454
4661,1467703,0.0,good,54.54545454545454
8299,1841787,0.0,good,54.54545454545454
940,310321,0.0,good,54.54545454545454
4658,1467406,0.0,good,54.54545454545454
8283,1840322,0.0,good,54.54545454545454
8681,1889147,0.0,good,54.54545454545454
1467,528634,0.0,good,54.54545454545454
4647,1466027,0.0,good,54.54545454545454
2511,906944,0.0,good,54.54545454545454
8682,1889284,0.0,good,54.54545454545454
1470,529297,0.0,good,54.54545454545454
4663,1467772,0.0,good,54.54545454545454
944,311021,0.0,good,54.54545454545454
4644,1465778,0.0,good,54.54545454545454
2809,958677,0.0,good,54.54545454545454
8322,1844450,0.0,good,54.54545454545454
9551,1991505,0.0,good,54.54545454545454
5395,1565492,0.0,good,54.54545454545454
5396,1565508,0.0,good,54.54545454545454
8318,1843774,0.0,good,54.54545454545454
2807,958462,0.0,good,54.54545454545454
951,312578,0.0,good,54.54545454545454
950,312486,0.0,good,54.54545454545454
2520,907750,0.0,good,54.54545454545454
5402,1566895,0.0,good,54.54545454545454
1316,453370,0.0,good,54.54545454545454
948,311540,0.0,good,54.54545454545454
8307,1842524,0.0,good,54.54545454545454
5190,1541830,0.0,good,54.54545454545454
9560,1992113,0.0,good,54.54545454545454
8305,1842364,0.0,good,54.54545454545454
5406,1567397,0.0,good,54.54545454545454
5788,1607468,0.0,good,54.54545454545454
9562,1992342,0.0,good,54.54545454545454
4668,1469233,0.0,good,54.54545454545454
9081,1940800,0.0,good,54.54545454545454
5424,1569902,0.0,good,54.54545454545454
9693,2006338,0.0,good,54.54545454545454
1489,533607,0.0,good,54.54545454545454
5440,1571806,0.0,good,54.54545454545454
2603,920568,0.0,good,54.54545454545454
9658,2002774,0.0,good,54.54545454545454
5441,1571820,0.0,good,54.54545454545454
907,303668,0.0,good,54.54545454545454
4625,1463118,0.0,good,54.54545454545454
8231,1833881,0.0,good,54.54545454545454
2506,906463,0.0,good,54.54545454545454
4624,1463095,0.0,good,54.54545454545454
5446,1573213,0.0,good,54.54545454545454
4628,1463392,0.0,good,54.54545454545454
4612,1461459,0.0,good,54.54545454545454
2827,964159,0.0,good,54.54545454545454
9051,1935936,0.0,good,54.54545454545454
1496,534659,0.0,good,54.54545454545454
1156,399401,0.0,good,54.54545454545454
2828,964951,0.0,good,54.54545454545454
899,302579,0.0,good,54.54545454545454
9681,2005393,0.0,good,54.54545454545454
4609,1460926,0.0,good,54.54545454545454
8237,1835007,0.0,good,54.54545454545454
8240,1835588,0.0,good,54.54545454545454
9078,1940275,0.0,good,54.54545454545454
9636,2000329,0.0,good,54.54545454545454
9618,1998214,0.0,good,54.54545454545454
9075,1940039,0.0,good,54.54545454545454
9620,1998511,0.0,good,54.54545454545454
5430,1570229,0.0,good,54.54545454545454
927,307024,0.0,good,54.54545454545454
9628,1999181,0.0,good,54.54545454545454
1146,394062,0.0,good,54.54545454545454
5435,1571264,0.0,good,54.54545454545454
1480,531931,0.0,good,54.54545454545454
5436,1571394,0.0,good,54.54545454545454
4629,1463545,0.0,good,54.54545454545454
4632,1463675,0.0,good,54.54545454545454
2600,920155,0.0,good,54.54545454545454
1147,395519,0.0,good,54.54545454545454
8248,1836325,0.0,good,54.54545454545454
